match_id,team,player,x,y,outcome,body_part,shot_type
19792,Bristol City WFC,Lucy Hope,108.0,40.0,Goal,Right Foot,Penalty
19792,Bristol City WFC,Poppy Pattinson,98.0,22.0,Blocked,Left Foot,Open Play
19792,Bristol City WFC,Rosella Ayane,101.0,31.0,Wayward,Right Foot,Open Play
19792,Bristol City WFC,Rosella Ayane,94.0,48.0,Goal,Left Foot,Open Play
19792,Bristol City WFC,Julie Biesmans,95.0,27.0,Off T,Left Foot,Open Play
19792,Bristol City WFC,Lucy Hope,105.0,37.0,Off T,Left Foot,Open Play
19792,Yeovil Town LFC,Olivia Fergusson,108.0,43.0,Wayward,Head,Open Play
19792,Yeovil Town LFC,Olivia Fergusson,99.0,30.0,Saved,Right Foot,Open Play
19792,Bristol City WFC,Lucy Hope,93.0,54.0,Saved,Right Foot,Open Play
2275030,Brighton & Hove Albion WFC,Aileen Whelan,99.1,33.8,Off T,Left Foot,Open Play
2275030,Tottenham Hotspur Women,Ashleigh Neville,107.5,55.3,Off T,Left Foot,Open Play
2275030,Tottenham Hotspur Women,Angela Addison,101.4,21.7,Saved,Left Foot,Open Play
2275030,Tottenham Hotspur Women,Rianna Dean,112.7,41.5,Blocked,Head,Open Play
